Word1,Word2,1,2,3,4,5,6,7,8,9,10,11,12,13,Average Score
Ausstellungsstück,Erinnerungsstück,6,2,1,4,5,0,0,6,8,7,7,5,6,4.38
Konzert,virtuos,2,3,1,6,4,1,4,7,5,4,7,5,9,4.46
Rock,Jazz,2,6,1,10,6,5,5,8.5,8,10,8,3,8,6.19
Museum,Theater,3,6,4,8,6,5,5,8.5,3,6,8,4,4,5.42
Betrachtung,Architektur,0,4,2,7,3,1,1,6,8,8,8,5,4,4.38
Weltraum,Erde,2,5,6,8,7,1,9,8,6,10,8,6,8,6.46
Erhaltung,Welt,2,2,1,8,2,1,1,9,7,5,8,4,6,4.31
Einlass,Eintritt,4,8,5,6,8,8,10,9,10,10,8,10,9,8.08
Regen,Gewitter,6,5,9,9,8,6,9,9,6,10,8,8,9,7.85
Regen,Flut,3,3,9,9,8,6,9,8.5,9,10,8,3,9,7.27
Wetter,Vorhersage,3,5,6,9,5,4,4,9,9,8,8,4,10,6.46
Katastrophe,Gebiet,2,2,0,7,3,4,0,7.5,3,9,8,2,8,4.27
Präsident,Büro,1,2,0,0,5,0,1,6.5,3,8,8,4,6,3.42
Architektur,Jahrhundert,0,1,0,0,0,0,0,8,3,8,7,5,8,3.08
